jahr,dateiname,anker,begriffe,zitat
1930,31. Ausgabe 1930.txt,jüdischer,"kaufen, warenhaus","Schließgesellschaft der Großbanken — Die Gewerkschaften mit Gehaltskürzung einverstanden — „Wohlerworbene Rechte“ Den Warenhäusern geht es sehr gut — Vorsicht, jüdischer Ausverkauf! — Auch das rumänische Volk schüttelt das ausbeutende Judenjoch ab Wo bleibt die Antwort der „Freien Presse“? — Merkwürdigkeiten"
1930,31. Ausgabe 1930.txt,Juden,geld,"gelernt und auch befolgt wurden. Es galt nicht mehr für anständig, gegen diese zehn Gebote zu sündigen. Leider waren unsere Juden anderer Ansicht. Und zwar, dass der gesamte Käuferkreis zur höheren Ehre Israels nur ihnen das schwer verdiente Geld zuzuwenden habe,"
1930,31. Ausgabe 1930.txt,Juden,geld,"deshalb verklagte man die Stadt-Wächter! Die guten Männer oben auf dem Gericht mit den schwarzen Talaren fanden auch, dass die Juden jetzt viel zu wenig verdienten und straften die bösen Stadt-Wächter mit 1500,— M. Geldstrafe. Es herrschte eitel Freude im Hause"
1930,31. Ausgabe 1930.txt,jüdischen,geld,"Dann gab der Stadt-Wächter nämlich das Urteil in der Zeitung öffentlich bekannt. Alsdann erhob sich ein Geseire unter unsern lieben jüdischen Mitbürgern. Sie stimmten Klagelieder an, zogen wieder zu den guten Männern am Neumarkt, und 800 Mark Geldstrafe war der Erfolg."
1930,31. Ausgabe 1930.txt,Juden,"geld, kaufen","Geldstrafe war der Erfolg. Der Stadt-Wächter bekehrte sich, nachdem er einsehen musste, welches Unheil er angerichtet hatte. Er wollte den Juden etwas Liebes erweisen und richtete den „Dienst am Volke“ ein, empfahl allen jüdischen Leuten, nur bei Juden zu kaufen. Drei"
1930,31. Ausgabe 1930.txt,jüdischen,kaufen,"Unheil er angerichtet hatte. Er wollte den Juden etwas Liebes erweisen und richtete den „Dienst am Volke“ ein, empfahl allen jüdischen Leuten, nur bei Juden zu kaufen. Drei Tage Gefängnis lautete die Antwort des hohen Gerichts. Schön, dachte der Stadt-Wächter, dann"
1930,31. Ausgabe 1930.txt,Juden,kaufen,"Er wollte den Juden etwas Liebes erweisen und richtete den „Dienst am Volke“ ein, empfahl allen jüdischen Leuten, nur bei Juden zu kaufen. Drei Tage Gefängnis lautete die Antwort des hohen Gerichts. Schön, dachte der Stadt-Wächter, dann empfiehlst du eben die"
1930,31. Ausgabe 1930.txt,Juden,kaufen,"zu kaufen. Drei Tage Gefängnis lautete die Antwort des hohen Gerichts. Schön, dachte der Stadt-Wächter, dann empfiehlst du eben die Juden gar nicht mehr, wenn deine reinsten Absichten so verkannt werden. Der Dienst am Volke wurde geändert. „Natürlich wieder falsch gemacht“,"
1930,31. Ausgabe 1930.txt,jüdischen,geld,"Der Dienst am Volke wurde geändert. „Natürlich wieder falsch gemacht“, sagten die weisen Richter vom Neumarkt zu ihren klagenden, wimmernden, jüdischen Freunden. Wir wollen dem Stadt-Wächter 1000 Mark Geldstrafe aufbrummen. Hugo Mosbach, Alsberg, Blank und Genossen freuten sich unbändig. Ob sie"
1930,31. Ausgabe 1930.txt,Juden,kaufen,Strafen wird ja das Volk Israel weiter befinden. In 59 Jahren werden sie kaum zu tilgen sein. Einstweilen feiern die Juden ihren letzten Sieg über die Stadt-Wächter mit einem Riesen-Ausverkauf. Von den ältesten Mustern und ausgefallensten Kleidern soll alles zu Preisen
1930,31. Ausgabe 1930.txt,Juden,kaufen,"Riesen-Ausverkauf. Von den ältesten Mustern und ausgefallensten Kleidern soll alles zu Preisen an die christliche Kundschaft gebracht werden, die den Juden wahrscheinlich nicht einmal 100 Prozent Verdienst übriglassen. Man gehe, laufe, renne und kaufe Ausverkauf, damit es Israel wohl ergehe in"
1930,31. Ausgabe 1930.txt,jüdischen,finanz,"kaum aufbringen. Vor Brüning aber hatte das Volk die längste Zeit die Regierungskunst der Sozialdemokraten unter Müller mit dem unvergesslichen jüdischen Finanzminister Hilferding am eigenen Leibe gespürt. Es dürfte wenig Neigung haben, Zentrum und Sozialdemokraten nach den Erfahrungen der letzten zwei"
1930,31. Ausgabe 1930.txt,jüdischen,geld,"den Vorzimmern nach bekanntem Muster vor dem goldenen Kalb winseln, statt dass die Minister, dass eine deutsche Regierung das von jüdischen Großbanken in den Synagogen aufgespeicherte Geld, welches sie den alten Leuten gestohlen haben, einfach herausholt. Eine solche Demokratie wird keine"
1930,31. Ausgabe 1930.txt,jüdischen,geld,"Judengesellschaft wagt keiner anzurühren. In diesem Sinne also ist das Reichsbanner heute weiter nichts als die Wach- und Schließgesellschaft der jüdischen Großbanken. Dort hätte gerade die Sozialisierung zuallererst einzusetzen. Aber nein, damit dieses Raubgesindel die aus dem deutschen Volk gewucherten Gelder"
1930,31. Ausgabe 1930.txt,Judengeschäft,"geschäft, kaufen",Gebot der Zeit! Unterstützt das selbständige Handwerk! Kauft bei Eurem Bäcker- u. Konditormeister! ● Hugo Mosbach — Großestraße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Alsberg & Co. — Großestraße ist ein Judengeschäft. ● Dehne & Sopp
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"— Großestraße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Alsberg & Co. — Großestraße ist ein Judengeschäft. ● Dehne & Sopp nebenan, Großestraße 24/25, ist ein christliches Geschäft. ● S. Wertheim — Großestraße ist ein Judengeschäft. ●"
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"ein Judengeschäft. ● Dehne & Sopp nebenan, Großestraße 24/25, ist ein christliches Geschäft. ● S. Wertheim — Großestraße ist ein Judengeschäft. ● W. Becker, Herrenteichstr. 9/10 - Rosenplatz, ist ein christliches Geschäft. ● Blank & Co. — Großestraße ist ein Judengeschäft."
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"Judengeschäft. ● W. Becker, Herrenteichstr. 9/10 - Rosenplatz, ist ein christliches Geschäft. ● Blank & Co. — Großestraße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Emil Schönfeld — Großestraße ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 11,"
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"Co. — Großestraße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Emil Schönfeld — Großestraße ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 11, ist ein christliches Geschäft. ● Otto Loeb — Johannisstraße ist ein Judengeschäft. ● Karoline Tweer,"
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"Großestraße ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 11, ist ein christliches Geschäft. ● Otto Loeb — Johannisstraße ist ein Judengeschäft. ● Karoline Tweer, Johannisstraße 35, ist ein christliches Geschäft. ● Markus & Co. — Großestraße ist ein Judengeschäft. ● Th."
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"ist ein Judengeschäft. ● Karoline Tweer, Johannisstraße 35, ist ein christliches Geschäft. ● Markus & Co. — Großestraße ist ein Judengeschäft. ● Th. Kündahl, Großestraße 13, ist ein christliches Geschäft. ● Samson David — Krahnstraße ist ein Judengeschäft. ● Aug. Hammersen,"
1930,31. Ausgabe 1930.txt,Judengeschäft,geschäft,"Großestraße ist ein Judengeschäft. ● Th. Kündahl, Großestraße 13, ist ein christliches Geschäft. ● Samson David — Krahnstraße ist ein Judengeschäft. ● Aug. Hammersen, Bierstraße 31, ist ein christliches Geschäft. ● Ph. Philipp — Großestraße ist ein Judengeschäft. ● Mantelhaus Strodthoff,"
1930,31. Ausgabe 1930.txt,Judengeschäft,"geschäft, kaufen","Krahnstraße ist ein Judengeschäft. ● Aug. Hammersen, Bierstraße 31, ist ein christliches Geschäft. ● Ph. Philipp — Großestraße ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 11, ist ein christliches Geschäft. Großer Saison-Ausverkauf Wir empfehlen unsern werten Kunden, unsern Ausverkauf zu nutzen,"
1930,32. Ausgabe 1930.txt,jüdischen,"geschäft, kapital, finanz","ihres Finanzbolschewismus mehr oder weniger nicht ankommt. Es ist nicht mit Unrecht behauptet worden, daß die Sozialdemokratie die Schutztruppe des jüdischen Kapitals sei. Die örtlichen Organisationen der SPD befolgen nur das Vorbild der Zentrale, wenn sie bei Wahlen die jüdischen Geschäftsinhaber"
1930,32. Ausgabe 1930.txt,jüdischen,"geschäft, kapital","des jüdischen Kapitals sei. Die örtlichen Organisationen der SPD befolgen nur das Vorbild der Zentrale, wenn sie bei Wahlen die jüdischen Geschäftsinhaber um einen recht kräftigen Beitrag zu den Wahlkosten angehen. Bisher wohl überall mit dem Erfolg, daß die Sozialdemokratie bisher"
1930,32. Ausgabe 1930.txt,Jude,kaufen,war nämlich schon mal am Sammeln) als stiller Teilhaber eingetreten ist. Die Deutsche Demokratische Partei wird demnächst ausverkauft — der Jude verkauft immer gleich aus — mit dem Rest aus beiden Pleiten geht’s von Neuem los. „Es werden sich schon genug
1930,32. Ausgabe 1930.txt,jüdischen,geld,"Seite 2) Illustration (Karikatur): Ein Mann mit stereotypen antisemitischen Merkmalen (Hakennase, Bart, Mantel mit „CV“-Abzeichen — vermutlich Central-Verein deutscher Staatsbürger jüdischen Glaubens) schüttelt aus einem Modell des Osnabrücker Rathauses Münzen in einen großen Geldsack. Text unter dem Bild: „Hier das Rathaus"
1930,32. Ausgabe 1930.txt,Jude,"kapital, bank","sollte, erklärte Koch-Weser dreist und gottesfürchtig: „Die neue Partei will unabhängig bleiben von den... Kapitalisten“. Weil das eben auch der Jude Bankier Melchior erkannt hat, sandte er sofort eine Sympathie-Erklärung, wahrscheinlich aber erst, nachdem er mit seinem Kompagnon, dem internationalen Juden-Bankier"
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,Justizobersekretär als Urkundsbeamter der Geschäftsstelle des Amtsgerichts. Einzelhandels-Anzeigen (Auswahl der politisch-religiösen Kennzeichnungen): ● Hugo Mosbach – Große Straße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Ph. Philipp – Große Straße ist ein Judengeschäft. ● Mantelhaus Strodthoff –
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,Große Straße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Ph. Philipp – Große Straße ist ein Judengeschäft. ● Mantelhaus Strodthoff – Wittekindstraße 11 ist ein christliches Geschäft. ● Otto Loeb – Johannisstraße ist ein Judengeschäft. ● Karoline
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,ist ein Judengeschäft. ● Mantelhaus Strodthoff – Wittekindstraße 11 ist ein christliches Geschäft. ● Otto Loeb – Johannisstraße ist ein Judengeschäft. ● Karoline Tweer – Johannisstraße 35 ist ein christliches Geschäft. ● Emil Schönfeld – Große Straße ist ein Judengeschäft. ●
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,ein Judengeschäft. ● Karoline Tweer – Johannisstraße 35 ist ein christliches Geschäft. ● Emil Schönfeld – Große Straße ist ein Judengeschäft. ● Mantelhaus Strodthoff – Wittekindstraße 11 ist ein christliches Geschäft. ● Alsberg & Co. – Große Straße ist ein Judengeschäft.
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,Judengeschäft. ● Mantelhaus Strodthoff – Wittekindstraße 11 ist ein christliches Geschäft. ● Alsberg & Co. – Große Straße ist ein Judengeschäft. ● Dehne & Sopp nebenan – Große Straße 24/25 ist ein christliches Geschäft. ● Markus & Co. – Große Straße
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,& Sopp nebenan – Große Straße 24/25 ist ein christliches Geschäft. ● Markus & Co. – Große Straße ist ein Judengeschäft. ● Th. Buchdahl – Große Straße 13 ist ein christliches Geschäft. ● S. Wertheim – Große Straße ist ein Judengeschäft.
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,Judengeschäft. ● Th. Buchdahl – Große Straße 13 ist ein christliches Geschäft. ● S. Wertheim – Große Straße ist ein Judengeschäft. ● W. Becker – Herrenteichstr. 9/10 - Rosenplatz ist ein christliches Geschäft. ● Blank & Co. – Große Straße ist
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,W. Becker – Herrenteichstr. 9/10 - Rosenplatz ist ein christliches Geschäft. ● Blank & Co. – Große Straße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Samson David – Krahnstraße ist ein Judengeschäft. ● Aug. Hammersen – Bierstraße
1930,32. Ausgabe 1930.txt,Judengeschäft,geschäft,"– Große Straße ist ein Judengeschäft. ● Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Samson David – Krahnstraße ist ein Judengeschäft. ● Aug. Hammersen – Bierstraße 31 ist ein christliches Geschäft. Weitere Anzeigen & Meldungen: ● Bödeker & Schönknecht: Mechanische Wäschestickerei,"
1930,32. Ausgabe 1930.txt,jüdische,"kapital, warenhaus, finanz, bank","zum Finanzjudentum ullsteinscher Prägung ist nur ein Schritt. Und daß der Höllering gleich Chefredakteur wurde, zeigt, wie enge Beziehungen der jüdische Kapitalismus zum Bolschewismus unterhält. Nicht umsonst hat die „Rote Fahne“ die größten Anzeigen von jüdischen Warenhäusern und ihr Bankkonto bei"
1930,32. Ausgabe 1930.txt,jüdischen,"kapital, warenhaus, bank","zeigt, wie enge Beziehungen der jüdische Kapitalismus zum Bolschewismus unterhält. Nicht umsonst hat die „Rote Fahne“ die größten Anzeigen von jüdischen Warenhäusern und ihr Bankkonto bei Jakob Goldschmidt. Und schließlich: auch Georg Bernhard war Sozialdemokrat, bis ihn August Bebel aus einem"
1930,32. Ausgabe 1930.txt,Juden,geld,"Mittelstandes. Triftige Gründe Weltpresse über die „antisemitischen Ausschreitungen“ in Rumänien. Aber von der Ursache, warum solche Wut gegen die dortigen Juden entbrannt ist, liest man kein Sterbenswörtchen. Hier nur einer der vielen Gründe: Wenn vom Auslande kein Geld ins Land fließt,"
1930,32. Ausgabe 1930.txt,jüdischen,"geld, wucher","das Geld des Inlandes angewiesen. Das wäre an sich kein Schade, aber dieses Geld befindet sich in Rumänien ausschließlich in jüdischen Händen, und die Israeliten können dort einen Wucher treiben, wie sie wollen. Auch die Regierung ist machtlos; denn sie ist"
1930,32. Ausgabe 1930.txt,jüdischen,"geld, wucher, bank","die Israeliten können dort einen Wucher treiben, wie sie wollen. Auch die Regierung ist machtlos; denn sie ist auf die jüdischen Banken und die jüdische Presse angewiesen. Die Juden nützen ihr Geldmonopol in Rumänien rücksichtslos aus. Wer heute in Rumänien Geld"
1930,32. Ausgabe 1930.txt,jüdische,"geld, wucher, bank","einen Wucher treiben, wie sie wollen. Auch die Regierung ist machtlos; denn sie ist auf die jüdischen Banken und die jüdische Presse angewiesen. Die Juden nützen ihr Geldmonopol in Rumänien rücksichtslos aus. Wer heute in Rumänien Geld bekommen will, muß an"
1930,32. Ausgabe 1930.txt,Juden,"geld, bank","sie wollen. Auch die Regierung ist machtlos; denn sie ist auf die jüdischen Banken und die jüdische Presse angewiesen. Die Juden nützen ihr Geldmonopol in Rumänien rücksichtslos aus. Wer heute in Rumänien Geld bekommen will, muß an die jüdischen Geldverleiher 45–50"
1930,32. Ausgabe 1930.txt,jüdischen,"geld, zins","angewiesen. Die Juden nützen ihr Geldmonopol in Rumänien rücksichtslos aus. Wer heute in Rumänien Geld bekommen will, muß an die jüdischen Geldverleiher 45–50 Prozent Zinsen zahlen. Die Kredite sind aber kurzfristig. Die Hebräer kündigen unverhofft den Kredit, und die Bauern, welche"
1930,32. Ausgabe 1930.txt,jüdische,kaufen,"um die Schuld zurückzuzahlen, sind gezwungen, Haus und Hof zu verkaufen. So wandert der Besitz des rumänischen Volkes über in jüdische Hände. Eine Entwicklung, die auch in Deutschland eingesetzt hat. Jüdische Offenherzigkeit Dem „Kladderadatsch“ entnehmen wir folgende Mitteilung: Das „Jüdische Wohlfahrtsamt“"
1930,32. Ausgabe 1930.txt,Jüdische,kaufen,"verkaufen. So wandert der Besitz des rumänischen Volkes über in jüdische Hände. Eine Entwicklung, die auch in Deutschland eingesetzt hat. Jüdische Offenherzigkeit Dem „Kladderadatsch“ entnehmen wir folgende Mitteilung: Das „Jüdische Wohlfahrtsamt“ in Breslau versendet unter dem Datum des 12. März 1930"
1930,32. Ausgabe 1930.txt,Juden,"geld, bank","auf Art und Rasse halten, denken: Auf der Insel Sibinsö steht in einem ausgedehnten, herrlichen Park ein Lustschloß, welches dem Juden Wallenberg gehört. Seit etwa 100 Jahren befindet er sich in Schweden, bekannt als großer Geldmagnat und Inhaber vieler Banken. Der"
1930,32. Ausgabe 1930.txt,jüdische,geld,"Ganz abgesehen davon pflegt der aufrechte Deutsche derartige Wandlungen entweder als Größenwahnsinn oder als Gesinnungslumperei anzusehen. Es ist eine rein jüdische Handlungsweise, die sich jeder Jude gern leistet, der das Geld dazu hat. Krankhaft ehrgeizige Menschen, die über solche Mittel verfügen,"
1930,32. Ausgabe 1930.txt,Jude,geld,"aufrechte Deutsche derartige Wandlungen entweder als Größenwahnsinn oder als Gesinnungslumperei anzusehen. Es ist eine rein jüdische Handlungsweise, die sich jeder Jude gern leistet, der das Geld dazu hat. Krankhaft ehrgeizige Menschen, die über solche Mittel verfügen, brauchen sich nur an einen"
1930,32. Ausgabe 1930.txt,Juden,geld,"diesem adoptieren zu lassen. Ein solch geldbedürftiger „Adliger“ kann bekanntlich nach deutsch-römischem Recht Menschen adoptieren, soviel er will, gleichgültig, ob Juden oder Christen, ob Idioten oder krankhaft Ehrgeizige; nur keine Esel oder Affen, weil das die Gesetze noch nicht zulassen. Deutschen"
1930,32. Ausgabe 1930.txt,Juden,geld,"Verräter an ihrem Blute! Wie lange läßt das deutsche Volk noch in seinen Gesetzen solchen Schwindel zu! Denksport 1. 11 Juden stellen 13 Strafanträge. Deutsche Gerichte verhängen 2.500,– Mark Geldstrafe und 3 Tage Haft. Frage: Wieviel jüdische Richter amtieren im Oberlandesgerichtsbezirk"
1930,32. Ausgabe 1930.txt,jüdische,geld,"zu! Denksport 1. 11 Juden stellen 13 Strafanträge. Deutsche Gerichte verhängen 2.500,– Mark Geldstrafe und 3 Tage Haft. Frage: Wieviel jüdische Richter amtieren im Oberlandesgerichtsbezirk Celle? 2. Ein Beamter hat 24.000,– Mark Gehalt, das 100.000 deutsche Steuerzahler aufbringen, und 42 Tage"
1931,32. Ausgabe 1931.txt,Juden,geschäft,"nicht die pressgesetzliche Verantwortung. Isidors missglückter Rebbach Heute muss ich Ihnen mal eine tolle Sache über das Geschäftsgebaren eines reinrassigen Juden mit Namen Isidor Meingenheim (Manufaktur und Schuhwaren) aus Hopsten, Kr. Tecklenburg, mitteilen. Im März kommt eine kleine Landwirtsfrau morgens zwischen"
1931,32. Ausgabe 1931.txt,Juden,zins,"sie betrogen hätte. Allgemeine Entrüstung entsteht unter den Gästen. Es erbot sich sofort ein Herr, mit der Frau zu dem Juden zu gehen und die Sache klarzustellen. Nun kommt folgende Abrechnung: Die Rechnung lautete ungefähr auf 360 RM nebst Zinsen usw."
1931,32. Ausgabe 1931.txt,Juden,"wucher, zins","und 50 Mark gekürzt. Jetzt kam die Zinsrechnung von 28 Mark, ein Prozent pro Monat usw. Herr S. forderte den Juden auf, die Wucherzinsen fallen zu lassen, was er dann auch nach langem Sträuben machte. Nun wurde die ganze Rechnung um"
1930,33. Ausgabe 1930.txt,Jude,kapital,"Zylinder peitscht einen Arbeiter aus, der einen Karren zieht. Unterschrift: „Der Kampf mit dem Kapitalismus“] Zieh', Arbeiter! Zieh'! Damit der Jude fahren kann. Prozeßwahnsinn Aufderheide ohne Rechtsanwalt streikt Unbewiesene Wahrheiten – Oberbürgermeister-Prozeß am 15. August Rettendes Zentrum – Die geheimnisvollen Magistratsakten"
1930,33. Ausgabe 1930.txt,Juden,finanz,an. Es gibt dort: ● 503 Regierungsmitglieder: davon sind 406 Juden ● 22 Volkskommissäre: 18 Juden ● 43 Kriegskommissäre: 34 Juden ● 64 Kommissäre für Inneres: 45 Juden ● 17 Kommissäre für Äußeres: 13 Juden ● 30 Kommissäre für Finanzen: 25
1930,33. Ausgabe 1930.txt,Juden,finanz,davon sind 406 Juden ● 22 Volkskommissäre: 18 Juden ● 43 Kriegskommissäre: 34 Juden ● 64 Kommissäre für Inneres: 45 Juden ● 17 Kommissäre für Äußeres: 13 Juden ● 30 Kommissäre für Finanzen: 25 Juden ● 19 Kommissäre für Justiz: 18
1930,33. Ausgabe 1930.txt,Juden,finanz,18 Juden ● 43 Kriegskommissäre: 34 Juden ● 64 Kommissäre für Inneres: 45 Juden ● 17 Kommissäre für Äußeres: 13 Juden ● 30 Kommissäre für Finanzen: 25 Juden ● 19 Kommissäre für Justiz: 18 Juden ● 5 Kommissäre für Hygiene: 4
1930,33. Ausgabe 1930.txt,Juden,finanz,● 64 Kommissäre für Inneres: 45 Juden ● 17 Kommissäre für Äußeres: 13 Juden ● 30 Kommissäre für Finanzen: 25 Juden ● 19 Kommissäre für Justiz: 18 Juden ● 5 Kommissäre für Hygiene: 4 Juden ● 53 Kommissäre für Volkswohl: 44
1930,33. Ausgabe 1930.txt,Juden,finanz,● 17 Kommissäre für Äußeres: 13 Juden ● 30 Kommissäre für Finanzen: 25 Juden ● 19 Kommissäre für Justiz: 18 Juden ● 5 Kommissäre für Hygiene: 4 Juden ● 53 Kommissäre für Volkswohl: 44 Juden ● 6 Kommissäre für soziale Hilfe:
1930,33. Ausgabe 1930.txt,Juden,finanz,● 30 Kommissäre für Finanzen: 25 Juden ● 19 Kommissäre für Justiz: 18 Juden ● 5 Kommissäre für Hygiene: 4 Juden ● 53 Kommissäre für Volkswohl: 44 Juden ● 6 Kommissäre für soziale Hilfe: 6 Juden ● 7 Kommissäre für Arbeit:
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Erkältung. In allen einschlägigen Geschäften. ● W. Becker, Herrenteichstr. 9/10: ist ein christliches Geschäft. ● Hugo Mosbach, Großestr.: ist ein Judengeschäft. ● Finkenstädt-Breusing, nebenan: ist ein christliches Geschäft. ● S. Wertheim, Großestr.: ist ein Judengeschäft. ● L. Heymann, Hasestr.: ist ein"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"● Hugo Mosbach, Großestr.: ist ein Judengeschäft. ● Finkenstädt-Breusing, nebenan: ist ein christliches Geschäft. ● S. Wertheim, Großestr.: ist ein Judengeschäft. ● L. Heymann, Hasestr.: ist ein Judengeschäft. ● Heinr. Welp, Hasestraße 11–15: ist ein christliches Geschäft. ● Markus & Co.,"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"● Finkenstädt-Breusing, nebenan: ist ein christliches Geschäft. ● S. Wertheim, Großestr.: ist ein Judengeschäft. ● L. Heymann, Hasestr.: ist ein Judengeschäft. ● Heinr. Welp, Hasestraße 11–15: ist ein christliches Geschäft. ● Markus & Co., Großestr.: ist ein Judengeschäft. ● Th. Kündahl,"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Hasestr.: ist ein Judengeschäft. ● Heinr. Welp, Hasestraße 11–15: ist ein christliches Geschäft. ● Markus & Co., Großestr.: ist ein Judengeschäft. ● Th. Kündahl, Großestraße 13: ist ein christliches Geschäft. ● Emil Schönfeld, Großestr.: ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Co., Großestr.: ist ein Judengeschäft. ● Th. Kündahl, Großestraße 13: ist ein christliches Geschäft. ● Emil Schönfeld, Großestr.: ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 1: ist ein christliches Geschäft. ● Otto Loeb, Johannisstr.: ist ein Judengeschäft. ● Karoline Tweer, Johannisstraße"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Schönfeld, Großestr.: ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 1: ist ein christliches Geschäft. ● Otto Loeb, Johannisstr.: ist ein Judengeschäft. ● Karoline Tweer, Johannisstraße 35: ist ein christliches Geschäft. ● Blank & Co., Großestr.: ist ein Judengeschäft. ● Ph. Philipp,"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Johannisstr.: ist ein Judengeschäft. ● Karoline Tweer, Johannisstraße 35: ist ein christliches Geschäft. ● Blank & Co., Großestr.: ist ein Judengeschäft. ● Ph. Philipp, Großestr.: ist ein Judengeschäft. ● Alsberg & Co., Großestr.: ist ein Judengeschäft. ● Dehne & Sepp, nebenan"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"Johannisstraße 35: ist ein christliches Geschäft. ● Blank & Co., Großestr.: ist ein Judengeschäft. ● Ph. Philipp, Großestr.: ist ein Judengeschäft. ● Alsberg & Co., Großestr.: ist ein Judengeschäft. ● Dehne & Sepp, nebenan Großestraße 24/25: ist ein christliches Geschäft. ●"
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"& Co., Großestr.: ist ein Judengeschäft. ● Ph. Philipp, Großestr.: ist ein Judengeschäft. ● Alsberg & Co., Großestr.: ist ein Judengeschäft. ● Dehne & Sepp, nebenan Großestraße 24/25: ist ein christliches Geschäft. ● Samson David, Krahnstr.: ist ein Judengeschäft. ● Aug."
1930,33. Ausgabe 1930.txt,Judengeschäft,geschäft,"ist ein Judengeschäft. ● Dehne & Sepp, nebenan Großestraße 24/25: ist ein christliches Geschäft. ● Samson David, Krahnstr.: ist ein Judengeschäft. ● Aug. Hammersen, Bierstraße 31: ist ein christliches Geschäft. Weitere Anzeigen: ● Spar- und Darlehenskasse / Hypotheken: Herbert Croplin, Büro:"
1931,33. Ausgabe 1931.txt,jüdischen,kapital,"unter jüdischer Führung stehende Judenpartei der Sozialdemokraten gebunden sind, ist gewiß ein großer Jammer, aber selbst mit der Ausmerzung des jüdischen Einflusses dürfte sich ihre Stellung gegenüber dem Kapitalismus kaum ändern. Die Anschauungen der „Deutschen Bergwerks-Zeitung“ sind derartig veraltet und rückständig,"
1931,33. Ausgabe 1931.txt,jüdischer,zins,"zuwege gebracht, daß sich das Gold, das die Grundlage dieser Währung bildet (die nebenbei ein furchtbarer Schwindel ist, mit echt jüdischer Geriebenheit ausgeklügelt), in den Händen von Leuten angesammelt hat, die nur gewillt sind, es gegen Zins, dessen Höhe sie willkürlich"
1931,33. Ausgabe 1931.txt,Juden,geld,"wir gleichfalls das Gold entwürdigen zum Tauschmittel, zum Geld. Zu unserem Unglück, denn durch das Gold, das im Besitze des Juden ist, beherrscht er uns erst wirtschaftlich, dann auch politisch! Zum ersten Male haben wir seine Macht gefühlt im Weltkriege, denn"
1931,33. Ausgabe 1931.txt,jüdischen,"geld, zins","d. h. die Abschüttelung der Fiktion: Gold gleich Geld durch Schaffung einer nationalen goldfreien Währung und damit die Brechung der jüdischen Zinsknechtschaft, die auf uns lastet? Wird es zum Fluch des Juden kommen und zum Untergang unseres Volkes in einem zweiten"
1931,33. Ausgabe 1931.txt,Juden,zins,"einer nationalen goldfreien Währung und damit die Brechung der jüdischen Zinsknechtschaft, die auf uns lastet? Wird es zum Fluch des Juden kommen und zum Untergang unseres Volkes in einem zweiten Weltkrieg, den der Jude gegen uns entfesselt? Die Zusammenhänge und Parallelen"
1931,33. Ausgabe 1931.txt,Jude,geld,"in die Tat umgesetzt werden, weil das Gold seiner Eigenschaft, die alleinige Währungsunterlage, Geld zu sein, verlustig ginge und der Jude von seinem goldenen Thron stürzte! Deshalb muß die Erkenntnis, daß wir eine andere Grundlage für unsere Währung haben müssen, daß"
