jahr,dateiname,anker,begriffe,zitat
1930,13. Ausgabe 1930.txt,Juden,"geld, kaufen, laden","Besätze Durch Ersparung hoher Unkosten ständig billig! Franz Lippmann, Kürschner Buerschestraße 103 (Kein Laden). Telefon 3388. 7. Gebot: Nie bei Juden kaufen! Zur Konfirmation u. Kommunion Brieftaschen, Besuchstaschen, Geldtaschen, Beuteltaschen, Taschenmesser, Manicüren, Taschennecessaire, Toilettengarnituren. Konrad Fischer & Co. Johannisstraße 17/18. Stadt-Wächter!"
1930,13. Ausgabe 1930.txt,Juden,"geld, kaufen, warenhaus","Besuchstaschen, Geldtaschen, Beuteltaschen, Taschenmesser, Manicüren, Taschennecessaire, Toilettengarnituren. Konrad Fischer & Co. Johannisstraße 17/18. Stadt-Wächter! Nur bei unsern Inserenten, nie bei Juden u. in Warenhäusern kaufen! Detektivbüro Atlantic Inh.: Fellmann, Liebigstr. 6 (2 Minut. v. Hasetor). Sprechz.: 12 bis 1 u. 5"
1931,13. Ausgabe 1931-1.txt,jüdischen,geld,"Die Nationalsozialisten siegten. Der Film wurde verboten. Juda und seine Söldlinge schäumen vor Wut. Badische Judenknechte fahren auf Kosten ihrer jüdischen Geldgeber nach Straßburg und Basel, um den Judenfilm zu sehen. Sie fahren über den Rhein, um unter dem Schutz französischer"
1930,14. Ausgabe 1930-1.txt,Juden,warenhaus,"gehemmt. Er kann sich der jetzt besonders wichtigen und brennenden Frage der wirtschaftlichen Hilfe für den Mittelstand im Kampf gegen Juden und Warenhäuser nicht so widmen, wie es unbedingt notwendig wäre. Sehr zur Freude der Juden. Doch nur Geduld! ... Der"
1930,14. Ausgabe 1930-1.txt,Juden,warenhaus,"den Mittelstand im Kampf gegen Juden und Warenhäuser nicht so widmen, wie es unbedingt notwendig wäre. Sehr zur Freude der Juden. Doch nur Geduld! ... Der Magistrat selbst schläft. Unsere beiden Bürgermeister waren 14 Tage als Vertreter ihrer Parteien im Provinzial-Landtag"
1930,14. Ausgabe 1930-1.txt,jüdisch,"geschäft, bank","einzutreiben! So zeigen die beiden Großbankabschlüsse ihre durch keine wohlgesetzte Ausrede zu beschönigenden volkswirtschaftlichen Schattenseiten, wenn wir beispielsweise von der jüdisch völlig durchsetzten Dresdner Bank lesen, daß bei allgemeiner Verschlechterung der Wirtschaftslage die Dividenden aufrechterhalten werden konnten, das Geschäft sich weiter"
1930,15. Ausgabe 1930-2.txt,Jude,"geld, warenhaus","sich um Flugblätter für das Volksbegehren oder um solche gegen die Warenhäuser handelte, wie es ebenso einerlei ist, ob der Jude Rosbach die Konfiszierung auf der Straße persönlich oder telephonisch veranlaßt hat. Nichtsdestoweniger wurde Dr. Schierbaum zu RM 200,- Geldstrafe verurteilt."
1930,15. Ausgabe 1930-2.txt,Juden,kaufen,"4 Stück nur 1,- RM. ● Conr. Glüsenkamp, Uhrmacher, Johannisstr. 117. ● Wichtiger Hinweis: Uhren, Gold- und Silberwaren nie bei Juden kaufen, niemals! Seite 4 (Weitere Anzeigen und Fortsetzungen) ● Gasthaus zur Butenburg, Franz Büshorn, Rehmstraße 12. ● Restauration Aug. Budden,"
1931,15. Ausgabe 1931-2.txt,Juden,zins,"Riesige Summen werden dadurch in unseren Händen aufgespeichert, während die nichtjüdischen Staaten mittellos dasitzen und schließlich gezwungen werden, uns, die Juden, um Gewährung von Anleihen zu bitten. Mit diesen Anleihen übernehmen die nichtjüdischen Staaten bedeutende Zinsverpflichtungen, die ihren Staatshaushalt wesentlich belasten"
1931,15. Ausgabe 1931-2.txt,Juden,"geld, zins","nichtjüdischen Staaten bedeutende Zinsverpflichtungen, die ihren Staatshaushalt wesentlich belasten und sie schließlich in völlige Abhängigkeit von den großen Geldgebern, den Juden, bringen.“ Ich glaube, vorstehende Äußerung in den „Geheimnissen der Weisen von Zion“, die so außerordentlich treffend den Zustand in der"
1931,15. Ausgabe 1931-2.txt,Jude,geld,"Ja, Geld – leicht gesagt! Aber woher nehmen, wenn kein Gold da ist? Das Gold ist im Ausland. Aber der Jude lehrt uns doch selbst: „Welcher Art die Zahlungsmittel sind, ist ganz gleichgültig; sie können aus Papier, Holz oder Metall bestehen.“"
1929,16. Ausgabe 1929 OCR korrekt.txt,jüdischen,bank,"noch zu früh abgedreht, mit anderen Worten: das Unglück sei noch nicht groß genug gewesen. Auf einer Konferenz von 45 jüdischen und christlichen Bankiers stellten die 5 christlichen den Antrag, die Inflation abzuriegeln. Die Juden waren sämtlich dagegen, und so ging"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,bank,"gewesen. Auf einer Konferenz von 45 jüdischen und christlichen Bankiers stellten die 5 christlichen den Antrag, die Inflation abzuriegeln. Die Juden waren sämtlich dagegen, und so ging das Unheil weiter. Falscher Tritt Dann folgten die vielen Konferenzen. Immer war die deutsche"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,geschäft,"schon 10 Jahre dauert, ist nur ein Geschäft des internationalen Judentums. „Proletarier aller Länder, vereinigt euch!“ Jawohl, damit die internationalen Juden sie leichter unter die Knute kriegen! Der Jude ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas"
1929,16. Ausgabe 1929 OCR korrekt.txt,Jude,kaufen,"des internationalen Judentums. „Proletarier aller Länder, vereinigt euch!“ Jawohl, damit die internationalen Juden sie leichter unter die Knute kriegen! Der Jude ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas ihre Seele verkaufen! In allen Ländern führt der"
1929,16. Ausgabe 1929 OCR korrekt.txt,Jude,kaufen,"ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas ihre Seele verkaufen! In allen Ländern führt der Jude die Arbeiterschaft; er führt sie aber dahin, wo er sie braucht, bestimmt nicht dorthin, wohin die Arglosen glauben. Ebenso verhängnisvoll"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,geld,"bestimmt nicht dorthin, wohin die Arglosen glauben. Ebenso verhängnisvoll wie auf dem Gebiete des Geldwesens wirkt sich die Wühlarbeit der Juden auf dem der Rechtsprechung aus. Der bekannte Jurist Baumbach erklärte in der „Deutschen Juristenzeitung“, daß sich die Justiz zur Dirne"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,geld,"mit den Geldern der ausgesaugten und ausgepreßten Steuerzahler eine solche Luder- und Sauwirtschaft getrieben wie diese deutsche Republik, in der Juden die große und nach ihrer Weise die sozialistischen Hörigen der Judenschaft die kleine Flöte spielen. Man braucht sich ja nur"
1929,16. Ausgabe 1929 OCR korrekt.txt,Jude,finanz,"des Rechnungshofes ansehen, um zu erkennen, daß die finanzielle Mißwirtschaft dieser Republik kaum noch zu überbieten ist. Der Reichsfinanzminister, der Jude Dr. Hilferding, anstatt die Kassenverhältnisse wirklich vernünftig in Ordnung... [Anzeige] Gegen Pariser Tributplan und Volksversklavung! Große öffentl. Kundgebung Sonnabend, den"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,kaufen,"und liegt in den letzten Zügen. Der stolze Handwerkerstand ist ruiniert, der einstmals so ehrbare Kaufmannsstand vernichtet. Dafür haben die Juden und ihre Gefolgschaft dank republicanische Ehrbarkeit. Falscher Tritt Wenn wir so fortfahren wollten, kämen wir nie zu Ende. Wir wollen"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,kapital,"Juden und ihr Klüngel amüsieren sich, wo Millionen darben. Juden und ihr Klüngel pfeifen den Ton in der deutschen Republik. Juden und ihr Klüngel machen das einstmals große deutsche Reich zur Kolonie des internationalen Kapitals. Und da sollen wir die Etappen"
1929,16. Ausgabe 1929 OCR korrekt.txt,Juden,kapital,"deutsche Reich zur Kolonie des internationalen Kapitals. Und da sollen wir die Etappen auf unserem Wege zur Versklavung durch die Juden noch als Nationalfeiertage festlich begehen? Herr Gott, Michel, schläfst Du eigentlich? Hörst du nicht den falschen Tritt? Deutsch getreten, Michel,"
1929,16. Ausgabe 1929 OCR korrekt.txt,jüdischen,"geld, kaufen","betrogen. Jetzt lag wiederum eine Anklage gegen M. vor, weil er sich einer Unterschlagung schuldig gemacht hatte zum Nachteil eines jüdischen Pferdehändlers, dem er ein Pferd zum Weiterverkauf überlassen hatte. Aber er sah weder Geld noch seine Ware wieder. M. hatte"
1930,16. Ausgabe 1930-1.txt,Juden,kaufen,"● A. Hackmann, Lebensmittel, Spindelstr. 19a. ● Conr. Glüsenkamp, Uhrmacher, Johannisstr. 117. In erster Linie unsere Inserenten berücksichtigen, nie bei Juden kaufen, niemals... PAGE 4 (Anzeigen & Diverses) ● „Iß mehr Brot! Es ist die billigste und beste Nahrung.“ ● Gasthaus"
1930,16. Ausgabe 1930-1.txt,Jude,kaufen,"Restauration, Neuestraße. ● Brinkmann jr., Schulranzen, Johannisstr. 91. ● Mercedes Schreibmaschinenwerke, Zella-Mehlis. ● Landau, Fahrräder, Johannisstr. 30: „Du nicht zu Jude laufen, Musst Du ein Rad bei Landau kaufen.“ ● H. Höfemeyer, Schuhbesohl-Anstalt, Gr. Hamkenstr. 4. ● Albert & Gustav Schalinsky,"
1930,16. Ausgabe 1930-1.txt,Juden,warenhaus,"was im deutschen Volke vor sich geht. Doch das Tageblatt verschweigt alles, was wir nicht wissen sollen. Aber wenn die Juden oder Warenhäuser mit ganzen Seiten voll „Qualitäts-Preisen“ ankommen, darüber muss extra geschrieben werden. Also über eine Sache, die nicht zum"
1929,16. Ausgabe OCR korrekt.txt,jüdischen,bank,"noch zu früh abgedreht, mit anderen Worten: das Unglück sei noch nicht groß genug gewesen. Auf einer Konferenz von 45 jüdischen und christlichen Bankiers stellten die 5 christlichen den Antrag, die Inflation abzuriegeln. Die Juden waren sämtlich dagegen, und so ging"
1929,16. Ausgabe OCR korrekt.txt,Juden,bank,"gewesen. Auf einer Konferenz von 45 jüdischen und christlichen Bankiers stellten die 5 christlichen den Antrag, die Inflation abzuriegeln. Die Juden waren sämtlich dagegen, und so ging das Unheil weiter. Falscher Tritt Dann folgten die vielen Konferenzen. Immer war die deutsche"
1929,16. Ausgabe OCR korrekt.txt,Juden,geschäft,"schon 10 Jahre dauert, ist nur ein Geschäft des internationalen Judentums. „Proletarier aller Länder, vereinigt euch!“ Jawohl, damit die internationalen Juden sie leichter unter die Knute kriegen! Der Jude ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas"
1929,16. Ausgabe OCR korrekt.txt,Jude,kaufen,"des internationalen Judentums. „Proletarier aller Länder, vereinigt euch!“ Jawohl, damit die internationalen Juden sie leichter unter die Knute kriegen! Der Jude ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas ihre Seele verkaufen! In allen Ländern führt der"
1929,16. Ausgabe OCR korrekt.txt,Jude,kaufen,"ist grausam und brutal von Natur. Wehe den Proletariern, die dem Judas ihre Seele verkaufen! In allen Ländern führt der Jude die Arbeiterschaft; er führt sie aber dahin, wo er sie braucht, bestimmt nicht dorthin, wohin die Arglosen glauben. Ebenso verhängnisvoll"
1929,16. Ausgabe OCR korrekt.txt,Juden,geld,"bestimmt nicht dorthin, wohin die Arglosen glauben. Ebenso verhängnisvoll wie auf dem Gebiete des Geldwesens wirkt sich die Wühlarbeit der Juden auf dem der Rechtsprechung aus. Der bekannte Jurist Baumbach erklärte in der „Deutschen Juristenzeitung“, daß sich die Justiz zur Dirne"
1929,16. Ausgabe OCR korrekt.txt,Juden,geld,"mit den Geldern der ausgesaugten und ausgepreßten Steuerzahler eine solche Luder- und Sauwirtschaft getrieben wie diese deutsche Republik, in der Juden die große und nach ihrer Weise die sozialistischen Hörigen der Judenschaft die kleine Flöte spielen. Man braucht sich ja nur"
1929,16. Ausgabe OCR korrekt.txt,Jude,finanz,"des Rechnungshofes ansehen, um zu erkennen, daß die finanzielle Mißwirtschaft dieser Republik kaum noch zu überbieten ist. Der Reichsfinanzminister, der Jude Dr. Hilferding, anstatt die Kassenverhältnisse wirklich vernünftig in Ordnung... [Anzeige] Gegen Pariser Tributplan und Volksversklavung! Große öffentl. Kundgebung Sonnabend, den"
1929,16. Ausgabe OCR korrekt.txt,Juden,kaufen,"und liegt in den letzten Zügen. Der stolze Handwerkerstand ist ruiniert, der einstmals so ehrbare Kaufmannsstand vernichtet. Dafür haben die Juden und ihre Gefolgschaft dank republicanische Ehrbarkeit. Falscher Tritt Wenn wir so fortfahren wollten, kämen wir nie zu Ende. Wir wollen"
1929,16. Ausgabe OCR korrekt.txt,Juden,kapital,"Juden und ihr Klüngel amüsieren sich, wo Millionen darben. Juden und ihr Klüngel pfeifen den Ton in der deutschen Republik. Juden und ihr Klüngel machen das einstmals große deutsche Reich zur Kolonie des internationalen Kapitals. Und da sollen wir die Etappen"
1929,16. Ausgabe OCR korrekt.txt,Juden,kapital,"deutsche Reich zur Kolonie des internationalen Kapitals. Und da sollen wir die Etappen auf unserem Wege zur Versklavung durch die Juden noch als Nationalfeiertage festlich begehen? Herr Gott, Michel, schläfst Du eigentlich? Hörst du nicht den falschen Tritt? Deutsch getreten, Michel,"
1929,16. Ausgabe OCR korrekt.txt,jüdischen,"geld, kaufen","betrogen. Jetzt lag wiederum eine Anklage gegen M. vor, weil er sich einer Unterschlagung schuldig gemacht hatte zum Nachteil eines jüdischen Pferdehändlers, dem er ein Pferd zum Weiterverkauf überlassen hatte. Aber er sah weder Geld noch seine Ware wieder. M. hatte"
1930,17. Ausgabe 1930.txt,jüdischen,bank,"mit obigen Gegenüberstellungen die absolute Wahrheit sagen. Osnabrück kann’s noch besser Berlin, 12. April. Die Berliner Elektrizitätsgesellschaft hat mit dem jüdischen Bankhaus Dillon, Read u. Co. in Neuyork eine sechsprozentige Anleihe in Höhe von 60 Millionen Mark und einer Laufzeit von"
1930,17. Ausgabe 1930.txt,Jude,"geschäft, kaufen","Offerten H. 42 a.d. Stadt-Wächter. ● Arbeitshosen/Anzüge: Groß, Berge. ● Kaffee-Sparen: Achten Sie auf feinste Mahlung. Lohstr. 25 – Kein Jude! ● Ventilation: Drehbare Ventilation fast neu zu verkaufen. Geschäftsstelle Stadt-Wächter. ● Wohnungstausch: 3-Zimmer gegen 2-Zimmer gesucht. Rolf, Bremerstr. 149. ●"
1930,17. Ausgabe 1930.txt,jüdischer,geschäft,"dem Städtischen Arbeitsamt über mich ergehen lassen und wurde von einer galizisch-jüdischen Firma auf der Großen Straße nach allen Regeln jüdischer Geschäftsmoral begaunert. Ich änderte mich, eine seelische Metamorphose ergriff mich. Der „Bielefelder Stadt-Wächter“ geht seinen Weg. Wir kämpfen weiter für"
1931,17. Ausgabe 1931-1.txt,Juden,"kapital, zins","das Zinswesen ein Greuel, und sie hat den Zins fast das ganze Mittelalter hindurch ihren Gläubigen verboten und nur den Juden gestattet, und infolgedessen haben die Juden schon damals den Grundstock zu ihrer heutigen kapitalistischen Weltherrschaft, die sie tatsächlich ausüben, gelegt."
1931,17. Ausgabe 1931-1.txt,Juden,"kapital, zins","hat den Zins fast das ganze Mittelalter hindurch ihren Gläubigen verboten und nur den Juden gestattet, und infolgedessen haben die Juden schon damals den Grundstock zu ihrer heutigen kapitalistischen Weltherrschaft, die sie tatsächlich ausüben, gelegt. Die Kapitalisten machen von dem Kapital,"
1930,18. Ausgabe 1930-1.txt,jüdischen,kapital,"sind, die da vorgeben, ihn ins internationale Paradies zu führen, die ihn aber in Wirklichkeit in die Ketten des internationalen jüdischen Kapitalismus legen. Ein Jahr „Stadt-Wächter“, das heißt ein Jahr Kampf um die Wahrheit, ein Jahr Kampf gegen die öffentliche Lüge"
1930,18. Ausgabe 1930-1.txt,Juden,boykott,"verwirkt haben, zu riesengroß und allgemein sind. Wenn eine Zeitung es also endlich wagt, den betrügerischen Boykott eines allmächtig scheinenden Juden und seine unsauberen Praktiken aufzudecken, anzuprangern, dann wird sie beschlagnahmt. Das allein ist bezeichnend für das herrschende Korruptionssystem und gar"
1930,18. Ausgabe 1930-1.txt,Juden,geld,"öffentliche Meinung gemacht, der Vierte die Verfassung, der Fünfte hat das Geld- und Kreditwesen gegen die Deutschen und für die Juden gestaltet, der Sechste hat seinen Angriff gegen die deutschen Kleingewerbetreibenden gerichtet usw. usw. Ohne die meisten von ihnen, da haben"
1930,18. Ausgabe 1930-1.txt,Jude,bank,"durch die Zeit der jüdischen Tat. Wie sie schon in der Zeit der Vorbereitung überall ihre Rolle spielten, brachte der Jude Walter Steinthal, der Neffe des Direktors der Deutschen Bank, Max Steinthal, bereits am 10. Juni 1919 in der „Montagszeitung“ zum"
1930,18. Ausgabe 1930-1.txt,jüdischen,"geschäft, kaufen","dass eine deutsche Hausfrau wieder einmal eine Lehre erhalten hatte: Dass die Malermeistersgattin in ihrem Leben nie mehr in einem jüdischen Geschäft kauft, dafür bürge ich. Die schwarze Bauernfahne Die gedrückte, ja geradezu verzweifelte Stimmung der Bauernschaft findet einen ergreifenden Ausdruck"
1930,18. Ausgabe 1930-1.txt,Juden,geschäft,"Wort: „Fast jeder Mann glaubt an die Vererbungstheorie, bis sein Sohn sich als Esel erweist.“ Unser Dienst am Volke! Allen Juden und Judenfreunden empfehlen wir folgende jüdische Geschäfte: (Weiteren jüdischen Firmen steht dieser Raum gegen einen Vorzugspreis von 5 Pfg. je"
1930,18. Ausgabe 1930-1.txt,jüdische,geschäft,"die Vererbungstheorie, bis sein Sohn sich als Esel erweist.“ Unser Dienst am Volke! Allen Juden und Judenfreunden empfehlen wir folgende jüdische Geschäfte: (Weiteren jüdischen Firmen steht dieser Raum gegen einen Vorzugspreis von 5 Pfg. je Millimeterzeile zur Verfügung). Name Straße Mosbach"
1930,18. Ausgabe 1930-1.txt,jüdischen,geschäft,sein Sohn sich als Esel erweist.“ Unser Dienst am Volke! Allen Juden und Judenfreunden empfehlen wir folgende jüdische Geschäfte: (Weiteren jüdischen Firmen steht dieser Raum gegen einen Vorzugspreis von 5 Pfg. je Millimeterzeile zur Verfügung). Name Straße Mosbach Große Str. 3
1931,18. Ausgabe 1931.txt,Juden,kaufen,"Meyer, Gutthieb Herzfeld, Julius Cohn, Lilienfeld, Gumpel, Meyerstein, Rettich, Stickstoffsyndikat, Finne, Backer, Israel, Iwan Gronheim, Kaufmann und viele, viele andere Juden. Juden! Und das hat ihm den Hals gebrochen. Daß er die dummen Gojim (Nichtjuden) schwer reingelegt hat, das war nach"
1931,18. Ausgabe 1931.txt,Juden,kaufen,"Gutthieb Herzfeld, Julius Cohn, Lilienfeld, Gumpel, Meyerstein, Rettich, Stickstoffsyndikat, Finne, Backer, Israel, Iwan Gronheim, Kaufmann und viele, viele andere Juden. Juden! Und das hat ihm den Hals gebrochen. Daß er die dummen Gojim (Nichtjuden) schwer reingelegt hat, das war nach dem"
1931,18. Ausgabe 1931.txt,Jude,laden,"an einem Laden vorbei, der gerade ausgeräumt wird. „Sagen Sie mal“, meint sie zu einer dort stehenden Frau, „sieht der Jude aus?“ „Nein“, sagt die Frau, „das war kein Jude!“ „Was denn, ein Christ? Ich glaubte, es wäre ein Jude gewesen!“"
1930,20. Ausgabe 1930.txt,Juden,"kapital, finanz","Beginn dieses Jahrhunderts an selbst durch das Kapital eröffnet haben, über das sie nun verfügen... Überall sind die Rothschilde, die Juden, Herren der finanziellen Situation, vermöge ihrer Milliarden, abgesehen davon, daß in einem jeden Lande der zweiten oder dritten Ranges wieder"
1930,20. Ausgabe 1930.txt,Juden,finanz,"Situation, vermöge ihrer Milliarden, abgesehen davon, daß in einem jeden Lande der zweiten oder dritten Ranges wieder nur die Herren Juden dominieren und daß überall ohne die Kinder Israels, ohne ihren unmittelbaren Einfluß keine Finanzoperation, keine wichtigere Unternehmung durchgeführt werden kann."
